SrcEntity	TgtEntity	Relation	Score
https://vocabs.dariah.eu/tadirah/encoding	http://vocabularies.unesco.org/thesaurus/concept5530	=	1.0000
https://vocabs.dariah.eu/tadirah/writing	http://vocabularies.unesco.org/thesaurus/concept5829	=	1.0000
https://vocabs.dariah.eu/tadirah/editing	http://vocabularies.unesco.org/thesaurus/concept4200	=	1.0000
https://vocabs.dariah.eu/tadirah/webDevelopment	http://vocabularies.unesco.org/thesaurus/concept17140	=	0.7864
https://vocabs.dariah.eu/tadirah/audioRecording	http://vocabularies.unesco.org/thesaurus/concept9812	=	0.8095
https://vocabs.dariah.eu/tadirah/cataloging	http://vocabularies.unesco.org/thesaurus/concept3799	=	0.8642
https://vocabs.dariah.eu/tadirah/informationRetrieval	http://vocabularies.unesco.org/thesaurus/concept514	=	1.0000
https://vocabs.dariah.eu/tadirah/videoConference	http://vocabularies.unesco.org/thesaurus/concept6218	=	0.7821
https://vocabs.dariah.eu/tadirah/recording	http://vocabularies.unesco.org/thesaurus/concept505	=	0.9555
https://vocabs.dariah.eu/tadirah/archiving	http://vocabularies.unesco.org/thesaurus/concept2745	=	0.7995
https://vocabs.dariah.eu/tadirah/patternRecognition	http://vocabularies.unesco.org/thesaurus/concept3054	=	1.0000
https://vocabs.dariah.eu/tadirah/searching	http://vocabularies.unesco.org/thesaurus/concept4479	=	0.8063
https://vocabs.dariah.eu/tadirah/publishing	http://vocabularies.unesco.org/thesaurus/concept3810	=	1.0000
